item_id,cluster_id,membership_prob,cosine_to_centroid,category,modality,source_tag,file_path
doc_diploma_image_41b27b648661,7,0.86105741736187,0.786152403536881,diploma,image,diploma-photo,data/diploma-photo/Dyplom-drewniany-zlozony-laminaty-grawer-plebiscyt-konkurs-3.png
doc_diploma_image_7232781f1cc7,7,0.8347159736106536,0.7763169338230957,diploma,image,diploma-photo,data/diploma-photo/DYPLOM-KONKURS-PLASTYCZNY-DYPLOMY-DLA-DZIECI-DYPLOMY-KONKURSOWE-DZIECI.png
doc_identity_image_3450e94cc1bc,8,1.0,0.866879038235717,identity,image,identity-photo,data/identity-photo/alb_id_00.jpg
doc_identity_image_e775fa658b0d,8,0.9960816738454534,0.8432731522524994,identity,image,identity-photo,data/identity-photo/est_id_22.jpg
doc_identity_image_2f7fadc3dfab,8,0.983929556639238,0.840771904226802,identity,image,identity-photo,data/identity-photo/svk_id_20.jpg
doc_identity_image_f8b633c978a7,8,1.0,0.8401034816970346,identity,image,identity-photo,data/identity-photo/lva_passport_21.jpg
doc_identity_image_4c302e9d767f,8,0.9960816738454534,0.8338260715532873,identity,image,identity-photo,data/identity-photo/aze_passport_01.jpg
doc_identity_image_fb82fa0c95f8,8,1.0,0.8245321762295639,identity,image,identity-photo,data/identity-photo/srb_passport_13.jpg
doc_identity_image_5a7ecfb4cd02,8,0.9245626004201345,0.8137009987060664,identity,image,identity-photo,data/identity-photo/fin_id_20.jpg
doc_identity_image_0a8d804ebce4,8,0.9299144843902206,0.8097170887895672,identity,image,identity-photo,data/identity-photo/kamil.png
doc_identity_image_68b094540b59,8,0.9553705787551303,0.8065020198488158,identity,image,identity-photo,data/identity-photo/grc_passport_30.jpg
doc_identity_image_e418812d067f,8,0.7790061774108292,0.7558565865734059,identity,image,identity-photo,data/identity-photo/esp_id_17.jpg
